,Date,Tags,Comments,
74,2019-06-29,"['hiking', 'bugs']","Fun hike with beautiful views, especially right now with the water raging.

My advice, being some mosquito spray.  Once you get to the falls, they are everywhere!",
75,2019-06-29,['hiking'],"This was definitely a hike worth taking. It’s quite steep though. 
*A few tips: bring tons of water if it’s warm out. I had a full bottle of vitamin water and a bottle of water and it wasn’t enough. 
*If you’re going up to the falls, bring an extra shirt or something you can sit on. Many rocks to sit on at the falls are wet. I just sat on my backpack and relaxed as the waterfall’s mist cooled me down. It’s super beautiful & relaxing. 
*Bring a walking stick!!!!!! I’m only in my 30s, but I have had 2 knee surgeries, a spinal surgery last year, and have had MS for 11 years. If I didn’t have the walking stick I would have been screwed as my legs went quite weak toward the end. I powered through, but if you have similar health concerns just make sure you go well prepared. I also brought Aleve, which helped after I popped two at the falls before heading back. If I do this hike again I would 100% bring a fan or cool pack to help keep my body temp down. That would have helped the legs.
*Keep your eyes out for fun critters. I saw lizards, pretty caterpillars, and a rattlesnake!! 
*The only down side were the 5 different people/groups I passed who had a music player in their backpacks bumping dumb music. Seriously people, some come to the mountains to get away and enjoy nature - it’s rude to bump music, especially crappy music, on the trail. Use headphones. 
Overall, a great, but challenging hike. Have fun!! ",
76,2019-06-29,"['hiking', 'bugs']","Great hike. Trail is in good shape. Fair amount of bugs near the waterfall, so bring repellant. We left about 6pm. It was hot, but it was an enjoyable hike. ",
77,2019-06-28,"['hiking', 'rocky', 'scramble']","We hiked this last weekend with our kids 6-10. It was their first hard hike, and they did great! With minimal complaining. At least one of them really enjoyed scrambling up the rocks. Bring plenty to drink, and recommend pack a picnic to enjoy at the falls. It's a steep climb to the  waterfalls, but worth it. Overall hike took us 3-3.5 hours.",
78,2019-06-27,['hiking'],Are you kidding me??? I have lived in Utah my whole life and have never done this before! This hike was INCREDIBLE!! Hands down my new favorite hike. There were some super steep points...but the waterfall at the top is so worth the climb. I was in shock with how big the falls were and how gorgeous they were! It was so refreshing sitting by the falls and taking in the views. I highly recommend this hike! I will definitely be back on this trail very soon! ,
79,2019-06-26,"['hiking', 'rocky']",Great place to go hiking and enjoy the nature,
80,2019-06-24,['hiking'],Absolutely of the charts amazing hike. The first waterfall blew me away on how large it was.  A must do hike.,
81,2019-06-24,['hiking'],Great trail! The waterfall was amazing. ,
82,2019-06-24,['hiking'],My girlfriend and I went all the way up to the first and second falls. Right after the second falls the trail becomes very overgrown and you start to see snow. Very steep. Worth the effort. Views are great as well! ,
83,2019-06-23,"['hiking', 'rocky']","Was an amazing hike, gets a bit difficult at the end but totally worth the climb. ",
84,2019-06-23,"['hiking', 'bridge out', 'bugs', 'snow', 'washed out']",Live is a drrddtdrftfd,
85,2019-06-23,"['hiking', 'scramble']",,
86,2019-06-23,"['hiking', 'muddy']","Great hike...when done early before it’s too crowded. Gorgeous Waterfalls. The water is rushing this season, be safe. Great run down if not too busy. Will do again for sure! ",
87,2019-06-23,['hiking'],"great hike, amazing work out and beautiful captures of landscape ",
88,2019-06-22,['hiking'],The last .4 miles of this trail is tough! But worth the waterfall. ,
89,2019-06-22,"['hiking', 'bugs']","Love this hike!! We started hiking around 6 pm and got down when the sun was setting, most beautiful thing I’ve ever seen! Highly recommend this hike!",
90,2019-06-19,"['hiking', 'bugs', 'muddy', 'rocky', 'scramble']",,
91,2019-06-19,"['hiking', 'bugs', 'rocky']",This is a great hike! Waterfall is spectacular!! Not too much shade for the first portion but there is more coverage towards the end. Lots of bugs!! ,
92,2019-06-19,['hiking'],"Great hike. Water is high and waterfall is spectacular this year.  Always fun but always steep near the falls. Hope the Forest Service has provided better markers to the Upper Reservoir this year.
",
93,2019-06-18,"['hiking', 'bugs']",It’s a nice trail. We saw a gardner snake on the trail. There were lots of bugs/flies. Water was high and beautiful. ,
94,2019-06-17,"['hiking', 'bugs']",Beautiful trail! A little unclear markings at times but had no problem because of the app map. Quite a few bugs and other hikers said they saw two rattlesnakes.,
95,2019-06-16,"['hiking', 'rocky']",,
96,2019-06-15,"['hiking', 'rocky']","Very good route, the view on the top is amazing, it gets a little steep when you reach the waterfall but it's just a stretch, it's worth the effort",
97,2019-06-15,['hiking'],Best hike ever!!! The waterfall is gigantic compared to other years. ,
98,2019-06-15,['hiking'],First time doing this hike and really enjoyed it! I was a little too lost in conversation and nearly stepped on a gopher snake (I hope) chillin' on the side of the trail. Be careful!,
99,2019-06-13,['hiking'],Great trail!,
100,2019-06-12,['hiking'],great hike!,
101,2019-06-12,['trail running'],A great view if it isn't smoggy! We enjoy trying to jog the way from the granite trail! Not able to quite yet!,
102,2019-06-11,['hiking'],Loved this hike!!!,
103,2019-06-11,"['hiking', 'no shade', 'rocky']","Great hike, worth the tiring final mile! You can cool off from the mist of the raging waterfall and look out to a gorgeous valley view.  The end is at a steep incline but it’s definitely doable. Trail is clear. There is a very short section where you have to cross over shallow water but you can cross on rocks to avoid getting wet, also a little mud at the very top but not deep. I recommend taking this trail early in the morning or late in the evening. I started at 5 pm and was very hot all the way through given there wasn’t much shade coverage on any stretch of the trail. Bring lots of water!! ",
104,2019-06-10,"['hiking', 'muddy', 'rocky']","Absolutely gorgeous waterfall!!  The hike starts off with a bit of an incline then levels off around the reservoir before it climbs again before the waterfall.   This year the waterfall is RAGING... with that,  be careful it gets muddy and slippery the closest to the falls you get.",
105,2019-06-09,['hiking'],"Great hike with fun. First half mile was little hard and then  you can reach out to the lake. Spent some time at lake, last 1/2 mile was steep and hard. Water fall was an awesome views and best scenic place.",
106,2019-06-09,[''],"first 3/4 mile is an incline, then switchbacks, then  incline. The ast 1/2 mile your incline is brought to you by a  stairmaster on steroids. Bring poles and arrive early. very busy trail.",
107,2019-06-08,[''],Had a great time with my wife hiking this trail. It's a moderate trail in my opinion. Gotta use your tactical sense this time of year on the descent but not bad going up. I would recommend using hiking boots regardless for traction. Beautiful waterfall once you reach the top!,
108,2019-06-07,['hiking'],A little muddy but not terrible. We were hiking in a small stream for quite a bit of it. But really fun. We went to the upper falls and clocked about 6.6 miles with a 2500 ft elevation gain. Beautiful sheer granite rock walls at the top. ,
109,2019-06-06,[''],Great hike! Last mile was a bit slippery due to recent rains coupled with snow melt so choose your footwear wisely. Spend some time at the top and soak in the valley and waterfall views! ,
110,2019-06-06,[''],Off the charts with all the run off. last half a mile of the trail is a creek. Continued on the trail to find the upper waterfall but didn't make it due to running out of daylight. Each time I do this trail it has something new to offer. ,
111,2019-06-06,['hiking'],The trail is pretty much dry. Beautiful views. One of my favorite hikes. ,
112,2019-06-04,['hiking'],Amazing,
113,2019-06-04,[''],To reach the waterfall a beauty. It has a little inclination but it is achieved.,
114,2019-06-04,"['hiking', 'rocky']",This is a hike that is quite a workout but is greatly rewarded by the awesome waterfall at the top. Shady after the initial climb to the first lake. A sure favorite of mine. Took a little more than 2 hours at a faster than average pace. ,
115,2019-06-03,['hiking'],"I did this hike yesterday morning and it was AMAZING!!! the trail is really nice and the waterfall was super full. I am definitely not in great shape, the trail was a little harder than what I thought, but the waterfall was way nicer than expected.",
116,2019-06-02,"['hiking', 'rocky']",Good fun hike very shady ,
117,2019-06-02,"['hiking', 'bridge out', 'washed out']",,
118,2019-06-02,['hiking'],Hard but wonderful!,
119,2019-06-02,['hiking'],"Such a beautiful hike through trees on a nice trail. It’s mostly moderate with quite a kick at the end. The waterfall is amazing especially this time of year. We started on a rainy morning and it was still fairly crowded. As most have said, the view at the top makes the hard work worth it. Would definitely recommend this hike. ",
120,2019-06-01,['hiking'],Trail was great today and the waterfall was beautiful especially with all of this rain we’ve been getting. ,
121,2019-06-01,"['hiking', 'rocky']",,
122,2019-06-01,['hiking'],"Awesome trail, very green",
123,2019-06-01,[''],big steps up!,
124,2019-06-01,"['hiking', 'rocky']",Great views of valley from base of waterfall! ,
125,2019-06-01,[''],I loved it ,
126,2019-05-31,"['hiking', 'bugs', 'muddy', 'no shade', 'rocky', 'scramble']","This hike was tough but SO worth it! The waterfall is insane right now. Totally worth the falls and the view of the valley far below. Be warned that the horseflies are out in full force, I got bit twice ",
127,2019-05-31,"['hiking', 'muddy']",,
128,2019-05-30,"['hiking', 'rocky']",,
129,2019-05-30,"['hiking', 'rocky']","We were in Park City for a week and this was my group's FAVORITE trail.  We were almost scared off by the ""HARD"" but we all made it through and LOVED it.  The falls at the end were stunning on 5/30, and trail was in good shape.  Lots of sun for the first bit, but eventually you make it to nice shade and beautiful creek.  HIGHLY RECOMMEND!",
130,2019-05-29,"['hiking', 'muddy', 'rocky']","Although the waterfall was great, this has not been my favorite hike. Tai Roach's review hit the nail on the head so I'd read that. I'm just not one for hikes that start by a highway and neighborhoods. It took a mile to get away from the sound of cars and heavy machinery beeping as they back up. If none of that bothers you, you'll be fine. Just realize how difficult the hike will be. If you want a better challenge and view for your efforts, go to Lake Blanche. ",
131,2019-05-29,[''],easy trail to the very end. absolutely worth it for the lovely falls ,
132,2019-05-29,"['hiking', 'muddy', 'snow']","Beautiful hike with a little of everything. It’s still a little muddy in some places leading up to the falls and there is a small creek to ford, but it’s relatively straightforward. The trail above the falls runs into snowfields pretty quickly, but the views are certainly worth the trouble if you’re feeling especially adventurous. ",
133,2019-05-27,['hiking'],Very difficult but very worth it!,
134,2019-05-27,"['hiking', 'muddy', 'rocky']","This hike is gorgeous, and the waterfall at the end is amazing, BUT... there are some major issues with this hike. 

1. This hike has a HARD rating for a reason, but far too many people seem to think it's a perfect hike to take small children on. Just don't. 
2. The trail is fairly narrow and heavily trafficked. It is NOT the place to go train for a trail run marathon. Don't get mad at hikers because they aren't going your speed. 
3. It seems like most people who do this hike aren't prepared. Wear real hiking shoes with tread. Bring water. Bring a snack. Bring a first aid kit. ",
135,2019-05-26,"['hiking', 'rocky']",This is a beautiful and convenient hike! As other reviews state the last mile is the hardest and the last 1/4 is very rocky and muddy so be careful! We saw a few people get hurt after slipping on rocks. Waterfall is gorgeous and totally worth it. Very very crowded and most of the trail is narrow so you are constantly having to stop and let others pass. Other than that it is very scenic and will definitely do again!,
136,2019-05-26,['hiking'],"a really great hike to go on this weekend. It was mostly dry after all the rain, but still had some puddles here and there. overall a great hike!",
137,2019-05-26,"['hiking', 'no shade', 'rocky']",Absolutely beautiful trail. There is not much shade so protect your skin! Amazing views while going up and easy/moderate most of the way. The part that makes it hard is the last half-mile to a mile that is super steep and difficult. But getting to the waterfall and seeing the amazing view is worth it! Would recommend to anyone who wants to put in a little hard work and reap the rewards :),
138,2019-05-26,['hiking'],Great trail. Last half mile gets pretty steep but the view at the end makes it worth it. ,
139,2019-05-25,['hiking'],"Great hike! Definitely a climb to the falls, but it was all worth it!! ",
140,2019-05-25,"['hiking', 'muddy', 'no shade', 'rocky']",Last half mile killed my legs. There's also a steep descent back down to the falls. Would do again earlier in the morning to dodge the heat!,
141,2019-05-22,[''],Always a great hike but so much better this time around with all the spring run off.,
142,2019-05-19,"['hiking', 'muddy', 'rocky']",This is an amazing hike. The views are stunning both ways. As of today there was no snow on the trail to the fall. The snow line is just a little higher. I will be doing this hike again. With the weather a little rainy I was surprised out how many people were on this trail.,
143,2019-05-18,['hiking'],,
144,2019-05-16,[''],"Fun hike! Really pretty views. A little more crowded than I like, but not too bad. ",
145,2019-05-15,['hiking'],"It gets pretty steep towards the end and there’s a bit of snow as well, but if you can make it to the top of the waterfall and cross to the other side, the view is amazing!",
146,2019-05-14,['rocky'],"Fun trip to the waterfall! Great view at the top and a really nice area to lay down and enjoy the view of the valley. My first hike this spring so I labored more than I had hoped, but it was well worth it.",
147,2019-05-13,['hiking'],EMI Wellness Bells to Lower Lake (almost),
148,2019-05-13,[''],"Fantastic views, fun hiking. highly recommend around this time of year (May)",
149,2019-05-13,"['hiking', 'rocky']","A little bit of snow on the trail, by the falls. One more week and it’ll probably all be gone. ",
150,2019-05-12,['nature trips'],"Did it on 11th May 2019. Super fun hike. It is easy for 1st mile to the lake and then moderate up to 0.7 miles to the falls. After that it gets bit steep. Found little snow at the very end of the trail but did just fine with hiking boots. You will get occasional shades for the first 1.5 miles and then from 0.7 to the fall, it’s pretty shady.  Just go early and relax on the rocks near the fall with breath taking view of the valley. I didn’t stay until the sunset but I’m sure it would have been worth it. Will be going there again. ",
151,2019-05-12,"['hiking', 'muddy', 'snow']",Great hike! The last stretch to the waterfall is still snowy and a little steep! Beautiful waterfall at the end!! So worth it!,
152,2019-05-11,['hiking'],The last mile is what earns it it's 'hard' rating.  Beautiful falls.  Only a couple yards of snow that was quite slippery on the whole trail.  ,
153,2019-05-10,['hiking'],"This hike was amazing beautiful and fun. I did it on the 4th or July so it was somewhat crowded, but not nearly as bad as expected",
154,2019-05-06,"['hiking', 'snow']",,
155,2019-05-05,[''],"great hike, beautiful place.",
156,2019-05-03,['hiking'],Awesome in the spring... still a good bit of snow at the end!,
157,2019-05-03,['hiking'],"4/5 for the hike, but 3/5 for our experience; we were not prepared. There’s still snow (as of two weeks ago) for the last half of the trail and like others said it’s steep and slippery. My shoes have zero traction so I was sliding on my bum some of the way down. The falls are cool and I think it would be a good summer hike",
158,2019-05-03,['hiking'],"Most of the snow was gone by 4/2/19. Little slippery last half mile, fun to slide down one the way back!",
159,2019-05-03,['hiking'],Fabulous hike! Just went today and wished I’d had my spikes for the last about 1/4 mile! I missed the last sign though and blew past the turn off - see my pics if it helps.,
160,2019-04-29,['hiking'],"Slush and snow on parts. Spikes were nice the last half mile. Water volume is good, great waterfall.",
161,2019-04-28,['hiking'],Some snow but only for the last 10 min before the falls,
162,2019-04-28,"['hiking', 'muddy', 'rocky']",some snow and ice,
163,2019-04-25,"['hiking', 'rocky', 'snow']",,
164,2019-04-24,"['hiking', 'snow']",Did this hike 4/13. The last mile was ALL snow and steep. We didn’t have spikes which made it a little bit harder getting up but it was still very doable. Going down was probably the funnest. We would walk a couple of steps and slip because of all of the snow and how steep it was. The falls were very small and there was a nice view at the top but it is all covered in snow so you can’t move around too much.,
165,2019-04-22,[''],lack of trail signs. keep left once you arrive at the reservoir!,
166,2019-04-19,[''],My go to hike year round.,
